id;domain;priority;method;control;scenario;evidence;acceptance;initial_state;source;required_run;result;owner;executed_at;evidence_path;notes;bug_or_commit
CAD-024;3. Cadência;P0;AUTO+VIS;Transição ofensiva: reação coletiva;Observar recuperação com espaço e defesa adversária desorganizada, em velocidade normal 1.0x, com câmera e VFX definitivos.;telemetria das linhas + vídeo;Ao mudar a fase, ao menos duas linhas reagem de forma coordenada dentro de 1,2 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-024/;;
CAD-025;3. Cadência;P1;PAINEL HUMANO;Transição ofensiva: legibilidade humana;Observar recuperação com espaço e defesa adversária desorganizada, em velocidade normal 1.0x, com câmera e VFX definitivos.;avaliação cega de 3 observadores;Pelo menos 2 de 3 identificam corretamente a fase e a intenção principal sem consultar logs.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-025/;;
CAD-026;3. Cadência;P0;AUTO+VIS;Transição defensiva: duração da fase;Observar perda da bola com jogadores à frente, em velocidade normal 1.0x, com câmera e VFX definitivos.;timeline de fases + vídeo;A fase dura tempo suficiente para ser reconhecida, sem congelar ou se prolongar artificialmente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-026/;;
CAD-027;3. Cadência;P0;AUTO+VIS;Transição defensiva: aceleração contextual;Observar perda da bola com jogadores à frente, em velocidade normal 1.0x, com câmera e VFX definitivos.;velocidade média de bola/atletas + vídeo;"Acelera quando surge espaço real e desacelera quando o espaço fecha; não usa velocidade constante.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-027/;;
CAD-028;3. Cadência;P1;VIS;Transição defensiva: micro-pausas de decisão;Observar perda da bola com jogadores à frente, em velocidade normal 1.0x, com câmera e VFX definitivos.;clipe de 20–30 s em 1.0x;Existem ajustes corporais e leitura de jogo, mas nenhuma parada sem causa superior a 0,8 s.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-028/;;
CAD-029;3. Cadência;P0;AUTO+VIS;Transição defensiva: reação coletiva;Observar perda da bola com jogadores à frente, em velocidade normal 1.0x, com câmera e VFX definitivos.;telemetria das linhas + vídeo;Ao mudar a fase, ao menos duas linhas reagem de forma coordenada dentro de 1,2 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-029/;;
CAD-030;3. Cadência;P1;PAINEL HUMANO;Transição defensiva: legibilidade humana;Observar perda da bola com jogadores à frente, em velocidade normal 1.0x, com câmera e VFX definitivos.;avaliação cega de 3 observadores;Pelo menos 2 de 3 identificam corretamente a fase e a intenção principal sem consultar logs.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-030/;;
CAD-031;3. Cadência;P0;AUTO+VIS;Pressão alta: duração da fase;Observar equipe tentando recuperar perto da área rival, em velocidade normal 1.0x, com câmera e VFX definitivos.;timeline de fases + vídeo;A fase dura tempo suficiente para ser reconhecida, sem congelar ou se prolongar artificialmente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-031/;;
CAD-032;3. Cadência;P0;AUTO+VIS;Pressão alta: aceleração contextual;Observar equipe tentando recuperar perto da área rival, em velocidade normal 1.0x, com câmera e VFX definitivos.;velocidade média de bola/atletas + vídeo;"Acelera quando surge espaço real e desacelera quando o espaço fecha; não usa velocidade constante.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-032/;;
CAD-033;3. Cadência;P1;VIS;Pressão alta: micro-pausas de decisão;Observar equipe tentando recuperar perto da área rival, em velocidade normal 1.0x, com câmera e VFX definitivos.;clipe de 20–30 s em 1.0x;Existem ajustes corporais e leitura de jogo, mas nenhuma parada sem causa superior a 0,8 s.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-033/;;
CAD-034;3. Cadência;P0;AUTO+VIS;Pressão alta: reação coletiva;Observar equipe tentando recuperar perto da área rival, em velocidade normal 1.0x, com câmera e VFX definitivos.;telemetria das linhas + vídeo;Ao mudar a fase, ao menos duas linhas reagem de forma coordenada dentro de 1,2 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-034/;;
CAD-035;3. Cadência;P1;PAINEL HUMANO;Pressão alta: legibilidade humana;Observar equipe tentando recuperar perto da área rival, em velocidade normal 1.0x, com câmera e VFX definitivos.;avaliação cega de 3 observadores;Pelo menos 2 de 3 identificam corretamente a fase e a intenção principal sem consultar logs.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-035/;;
CAD-036;3. Cadência;P0;AUTO+VIS;Bloco médio: duração da fase;Observar linhas compactas aguardando no meio-campo, em velocidade normal 1.0x, com câmera e VFX definitivos.;timeline de fases + vídeo;A fase dura tempo suficiente para ser reconhecida, sem congelar ou se prolongar artificialmente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-036/;;
CAD-037;3. Cadência;P0;AUTO+VIS;Bloco médio: aceleração contextual;Observar linhas compactas aguardando no meio-campo, em velocidade normal 1.0x, com câmera e VFX definitivos.;velocidade média de bola/atletas + vídeo;"Acelera quando surge espaço real e desacelera quando o espaço fecha; não usa velocidade constante.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-037/;;
CAD-038;3. Cadência;P1;VIS;Bloco médio: micro-pausas de decisão;Observar linhas compactas aguardando no meio-campo, em velocidade normal 1.0x, com câmera e VFX definitivos.;clipe de 20–30 s em 1.0x;Existem ajustes corporais e leitura de jogo, mas nenhuma parada sem causa superior a 0,8 s.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-038/;;
CAD-039;3. Cadência;P0;AUTO+VIS;Bloco médio: reação coletiva;Observar linhas compactas aguardando no meio-campo, em velocidade normal 1.0x, com câmera e VFX definitivos.;telemetria das linhas + vídeo;Ao mudar a fase, ao menos duas linhas reagem de forma coordenada dentro de 1,2 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-039/;;
CAD-040;3. Cadência;P1;PAINEL HUMANO;Bloco médio: legibilidade humana;Observar linhas compactas aguardando no meio-campo, em velocidade normal 1.0x, com câmera e VFX definitivos.;avaliação cega de 3 observadores;Pelo menos 2 de 3 identificam corretamente a fase e a intenção principal sem consultar logs.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-040/;;
CAD-041;3. Cadência;P0;AUTO+VIS;Bloco baixo: duração da fase;Observar equipe protegendo a própria área, em velocidade normal 1.0x, com câmera e VFX definitivos.;timeline de fases + vídeo;A fase dura tempo suficiente para ser reconhecida, sem congelar ou se prolongar artificialmente.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-041/;;
CAD-042;3. Cadência;P0;AUTO+VIS;Bloco baixo: aceleração contextual;Observar equipe protegendo a própria área, em velocidade normal 1.0x, com câmera e VFX definitivos.;velocidade média de bola/atletas + vídeo;"Acelera quando surge espaço real e desacelera quando o espaço fecha; não usa velocidade constante.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-042/;;
CAD-043;3. Cadência;P1;VIS;Bloco baixo: micro-pausas de decisão;Observar equipe protegendo a própria área, em velocidade normal 1.0x, com câmera e VFX definitivos.;clipe de 20–30 s em 1.0x;Existem ajustes corporais e leitura de jogo, mas nenhuma parada sem causa superior a 0,8 s.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-043/;;
CAD-044;3. Cadência;P0;AUTO+VIS;Bloco baixo: reação coletiva;Observar equipe protegendo a própria área, em velocidade normal 1.0x, com câmera e VFX definitivos.;telemetria das linhas + vídeo;Ao mudar a fase, ao menos duas linhas reagem de forma coordenada dentro de 1,2 s lógicos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-044/;;
CAD-045;3. Cadência;P1;PAINEL HUMANO;Bloco baixo: legibilidade humana;Observar equipe protegendo a própria área, em velocidade normal 1.0x, com câmera e VFX definitivos.;avaliação cega de 3 observadores;Pelo menos 2 de 3 identificam corretamente a fase e a intenção principal sem consultar logs.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/3_Cad_ncia/CAD-045/;;
BOL-001;4. Bola e reinícios;P0;AUTO+VIS;Bola controlada orientada ao corpo;Portador muda direção em baixa e alta velocidade.;ângulo corpo/bola por frame + vídeo;Divergência acima de 45° em menos de 2% das amostras controladas.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-001/;;
BOL-002;4. Bola e reinícios;P0;VIS;Contato real no passe curto;Passe de até 12 m com receptor frontal.;frame do contato;Bola sai do pé no frame de ação, sem lacuna nem antecipação visível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-002/;;
BOL-003;4. Bola e reinícios;P0;VIS;Contato real no passe longo;Lançamento acima de 25 m.;frame do contato + trajetória;Origem coincide com pé de apoio/ação e não com centro do avatar.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-003/;;
BOL-004;4. Bola e reinícios;P0;AUTO+VIS;Passe rasteiro desacelera;Passe de 15–25 m em gramado livre.;curva velocidade-tempo;"Velocidade diminui progressivamente; não desliza em velocidade constante.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-004/;;
BOL-005;4. Bola e reinícios;P0;DIR;Passe de primeira;Receptor devolve sem domínio completo.;vídeo em 0,5x;"Animação e novo vetor começam no contato; sem teleporte para o pé.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-005/;;
BOL-006;4. Bola e reinícios;P0;DIR;Domínio orientado;Recepção com espaço lateral.;vídeo + coordenadas;Primeiro toque prepara a direção escolhida e mantém distância plausível do corpo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-006/;;
BOL-007;4. Bola e reinícios;P0;DIR;Domínio sob pressão;Recepção com defensor a menos de 2 m.;vídeo + estado da disputa;"Toque pode escapar ou proteger; nunca cola instantaneamente no pé.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-007/;;
BOL-008;4. Bola e reinícios;P0;DIR;Bola espirrada em dividida;Dois atletas chegam simultaneamente.;vídeo + vetor pós-contato;"Vetor deriva dos movimentos e do ponto de contato; posse não é atribuída antes da resolução.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-008/;;
BOL-009;4. Bola e reinícios;P0;DIR;Desvio defensivo;Bloqueio de passe ou chute.;antes/depois do vetor;Trajetória muda no ponto do defensor e pode sair do campo naturalmente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-009/;;
BOL-010;4. Bola e reinícios;P0;DIR;Rebote no gramado;Bola aérea quica antes da recepção.;altura e velocidade por frame;Quica com perda de energia e segunda altura menor.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-010/;;
BOL-011;4. Bola e reinícios;P0;DIR;Rebote na trave;Chute atinge poste.;ponto de impacto + vetor;Rebate do ponto visível da trave, sem atravessar ou inverter arbitrariamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-011/;;
BOL-012;4. Bola e reinícios;P0;DIR;Rebote no travessão;Chute alto atinge travessão.;ponto de impacto + arco;Altura e profundidade respeitam o travessão 2.5D.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-012/;;
BOL-013;4. Bola e reinícios;P0;VIS;Bola aérea no terço distante;Lançamento alto próximo à arquibancada visual.;vídeo da projeção;"A bola permanece dentro do teto de projeção do palco; não invade arquibancada.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-013/;;
BOL-014;4. Bola e reinícios;P0;DIR;Cruzamento em arco;Cruzamento de linha de fundo.;trajetória amostrada;"Altura cresce e cai; não é segmento linear.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-014/;;
BOL-015;4. Bola e reinícios;P1;DIR;Chute colocado;Finalização com alvo lateral.;trajetória e velocidade;Curva/diagonal coerente e desaceleração menor que passe.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-015/;;
BOL-016;4. Bola e reinícios;P1;DIR;Chute forte rasteiro;Finalização frontal de média distância.;velocidade inicial e contato;"Velocidade superior ao passe; bola mantém contato visual correto.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-016/;;
BOL-017;4. Bola e reinícios;P0;DIR;Chute alto com arco;Finalização alta de fora da área.;altura por frame;"Curva vertical contínua; não sobe em linha reta nem muda de altura abruptamente.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-017/;;
BOL-018;4. Bola e reinícios;P0;DIR;Cabeceio direcionado;Cruzamento com atacante em movimento.;frame cabeça/bola;Vetor muda no contato da cabeça e segue direção corporal plausível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-018/;;
BOL-019;4. Bola e reinícios;P0;AUTO;Bola sem dono;Após corte parcial e rebote.;tempo sem posse + proximidade;"Pode existir bola livre; nenhum atleta é marcado portador até alcance físico.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-019/;;
BOL-020;4. Bola e reinícios;P0;AUTO+VIS;Recuperação física da posse;Atleta alcança bola livre.;distância no frame de aquisição;Posse só muda quando distância e tempo de contato são plausíveis.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-020/;;
BOL-021;4. Bola e reinícios;P0;DIR;Detecção de saída lateral por passe errado;Passe junto à linha ultrapassa completamente o limite.;coordenadas + evento;Lateral marcado no primeiro tick após a bola cruzar integralmente a linha.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-021/;;
BOL-022;4. Bola e reinícios;P0;DIR;Detecção de saída por domínio ruim;Primeiro toque leva a bola para fora.;vídeo + último toque;Reposição concedida ao adversário do último tocador.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-022/;;
BOL-023;4. Bola e reinícios;P0;DIR;Detecção de saída por dividida;Disputa empurra a bola para fora.;log de contatos;Último contato define a posse do lateral.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-023/;;
BOL-024;4. Bola e reinícios;P0;DIR;Detecção de saída por corte;Defensor corta passe pela lateral.;vídeo + evento;Gera lateral, não tiro de meta ou continuidade artificial.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-024/;;
BOL-025;4. Bola e reinícios;P1;AUTO+VIS;Origem do arremesso;Bola sai em cinco pontos diferentes da linha.;coordenada de saída/reposição;Reposição ocorre no ponto equivalente, limitado apenas por regra documentada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-025/;;
BOL-026;4. Bola e reinícios;P1;AUTO;Cobrador correto;Lateral em ambos os lados e terços.;ID do cobrador;Escolhe atleta elegível e próximo, sem goleiro ou jogador adversário.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-026/;;
BOL-027;4. Bola e reinícios;P1;DIR;Distância de segurança;Adversário pressiona o cobrador.;distâncias no momento da cobrança;Oponentes respeitam distância mínima definida até a bola entrar.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-027/;;
BOL-028;4. Bola e reinícios;P0;DIR;Trajetória do arremesso;Cobrança curta, média e longa.;arco por frame;Bola nasce nas mãos/posição de cobrança, possui arco e cai no receptor ou espaço.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-028/;;
BOL-029;4. Bola e reinícios;P0;DIR;Continuidade após lateral;Receptor domina ou disputa.;vídeo pós-reposição;Fluxo retorna ao jogo corrido sem teleporte, pausa longa ou posse automática indevida.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-029/;;
BOL-030;4. Bola e reinícios;P0;AUTO;Frequência natural de laterais;Executar amostra diversa de 200 jogos.;média por partida;Entre 5 e 16 laterais/jogo, sem concentração anormal em uma formação.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-030/;;
BOL-031;4. Bola e reinícios;P0;DIR;Concessão correta de escanteio;Defensor toca por último antes da linha de fundo.;último contato + evento;"Escanteio concedido ao ataque; nenhum tiro de meta simultâneo.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-031/;;
BOL-032;4. Bola e reinícios;P1;VIS;Origem no quadrante correto;Saída pela esquerda e direita.;frame da cobrança;Bola posicionada no lado correspondente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-032/;;
BOL-033;4. Bola e reinícios;P1;VIS;Corridas pré-cobrança;Marcação mista com atacantes na área.;clipe anterior à cobrança;"Há disputa por espaço; atletas não ficam estáticos ou sobrepostos.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-033/;;
BOL-034;4. Bola e reinícios;P0;AUTO;Limite de defensores atacando;Equipe com zagueiros altos.;contagem de jogadores avançados;No máximo dois defensores atacam a área e há defesa de descanso.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-034/;;
BOL-035;4. Bola e reinícios;P0;DIR;Decisão do goleiro no cruzamento;Cobranças fechada e aberta.;trace de decisão;"Sai, soca ou fica conforme trajetória e tráfego; não teleporta.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/4_Bola_e_rein_cios/BOL-035/;;
