lance,seed,minuto,tipo,formacoes,estilos,classificacao_automatica,sinal,status_final,sistema,funcao,causa_raiz,etapa,evidencia
100,15017,47.0,tactical_snapshot,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
100,15017,47.0,tactical_snapshot,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
101,15017,60.0,tackle,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
101,15017,60.0,tackle,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
102,15017,75.0,tactical_snapshot,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
102,15017,75.0,tactical_snapshot,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
103,15018,2.0,through,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
104,15018,16.0,low_cross_shot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.8333
104,15018,16.0,low_cross_shot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 0.92
105,15018,31.0,tactical_snapshot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
105,15018,31.0,tactical_snapshot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 0.92
106,15018,47.0,tactical_snapshot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
106,15018,47.0,tactical_snapshot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
107,15018,63.0,tactical_snapshot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.8333
107,15018,63.0,tactical_snapshot,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
108,15018,75.0,offside,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.8333
108,15018,75.0,offside,4-5-1 x 4-3-1-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
109,15019,3.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
109,15019,3.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
110,15019,15.0,bad_pass,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
111,15019,31.0,gk_bad_distribution,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
112,15019,47.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.903× maxSpd (reconferido no estado bruto)
112,15019,47.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
112,15019,47.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
113,15019,63.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9167 (coletor dizia invasão em 100% dos quadros)
113,15019,63.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
114,15019,75.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
114,15019,75.0,tactical_snapshot,5-4-1 x 4-3-3,park x tiki,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
115,15022,3.0,tactical_snapshot,4-1-2-1-2 x 3-5-2,direct x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
116,15022,15.0,run_break,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.542× maxSpd (reconferido no estado bruto)
116,15022,15.0,run_break,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
117,15022,31.0,tactical_snapshot,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.520× maxSpd (reconferido no estado bruto)
117,15022,31.0,tactical_snapshot,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
118,15022,46.0,through,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.475× maxSpd (reconferido no estado bruto)
118,15022,46.0,through,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
118,15022,46.0,through,4-1-2-1-2 x 3-5-2,direct x counter,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
119,15022,60.0,intercept,4-1-2-1-2 x 3-5-2,direct x counter,P1_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.7500
119,15022,60.0,intercept,4-1-2-1-2 x 3-5-2,direct x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
120,15022,76.0,cross,4-1-2-1-2 x 3-5-2,direct x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8750 (coletor dizia invasão em 100% dos quadros)
120,15022,76.0,cross,4-1-2-1-2 x 3-5-2,direct x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
